" Product Code"," Product Description","HS 1988/92 Product Code","HS 1988/92 Product Description"
"010121","Horses; live, pure-bred breeding animals","010111","Live pure bred breeding horses"
"010129","Horses; live, other than pure-bred breeding animals","010119","Live horses, other than for pure-bred breeding"
"010130","Asses; live","010111","Live pure bred breeding horses"
"010190","Mules and hinnies; live","010119","Live horses, other than for pure-bred breeding"
"010221","Cattle; live, pure-bred breeding animals","010210","Live pure-bred breeding bovine animals"
"010229","Cattle; live, other than pure-bred breeding animals","010290","Live bovine animals, other than pure-bred breed"
"010231","Buffalo; live, pure-bred breeding animals","010210","Live pure-bred breeding bovine animals"
"010239","Buffalo; live, other than pure-bred breeding animals","010290","Live bovine animals, other than pure-bred breed"
"010290","Bovine animals; live, other than cattle and buffalo","010290","Live bovine animals, other than pure-bred breed"
"010310","Swine; live, pure-bred breeding animals","010310","Live pure-bred breeding swine"
"010391","Swine; live, other than pure-bred breeding animals, weighing less than 50kg","010391","Live swine weighing <50kg (excl. pure-bred bree"
"010392","Swine; live, other than pure-bred breeding animals, weighing 50kg or more","010392","Live swine weighing >=50kg (excl. pure-bred bre"
"010410","Sheep; live","010410","Live sheep"
"010420","Goats; live","010420","Live goats"
"010511","Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g","010511","Live fowls of species Gallus domesticus, weighi"
"010512","Poultry; live, turkeys, weighing not more than 185g","010519","Live ducks, geese, turkeys and guinea fowls, we"
"010513","Poultry; live, ducks, weighing not more than 185g","010519","Live ducks, geese, turkeys and guinea fowls, we"
"010514","Poultry; live, geese, weighing not more than 185g","010519","Live ducks, geese, turkeys and guinea fowls, we"
"010515","Poultry; live, guinea fowls, weighing not more than 185g","010519","Live ducks, geese, turkeys and guinea fowls, we"
"010594","Poultry; live, fowls of the species Gallus domesticus, weighing more than 185g","010591","Live fowls of species Gallus domesticus (chicke"
"010599","Poultry; live, ducks, geese, turkeys and guinea fowls, weighing more than 185g","010599","Live ducks, geese, turkeys and guinea fowls, we"
"010611","Mammals; live, primates","010600","Other live animals, nes"
"010612","Mammals; live, whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)","010600","Other live animals, nes"
"010613","Mammals; live, camels and other camelids (Camelidae)","010600","Other live animals, nes"
"010614","Mammals; live, rabbits and hares","010600","Other live animals, nes"
"010619","Mammals; live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea); manatees, dugongs (mammals of the order Sirenia); seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares","010600","Other live animals, nes"
"010620","Reptiles; live (including snakes and turtles)","010600","Other live animals, nes"
"010631","Birds; live, birds of prey","010600","Other live animals, nes"
"010632","Birds; live, Psittaciformes","010600","Other live animals, nes"
"010633","Birds; live, ostriches; emus (Dromaius novaehollandiae)","010600","Other live animals, nes"
"010639","Birds; live, other than birds of prey, Psittaciformes, ostriches and emus (Dromaius novaehollandiae)","010600","Other live animals, nes"
"010641","Insects; live, bees","010600","Other live animals, nes"
"010649","Insects; live, other than bees","010600","Other live animals, nes"
"010690","Animals; live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects","010600","Other live animals, nes"
"020110","Meat; of bovine animals, carcasses and half-carcasses, fresh or chilled","020110","Fresh or chilled bovine carcasses and half carc"
"020120","Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled","020120","Fresh or chilled unboned bovine meat (excl. car"
"020130","Meat; of bovine animals, boneless cuts, fresh or chilled","020130","Fresh or chilled boneless bovine meat"
"020210","Meat; of bovine animals, carcasses and half-carcasses, frozen","020210","Frozen bovine carcasses and half carcasses"
"020220","Meat; of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), frozen","020220","Frozen unboned bovine meat (excl. carcasses)"
"020230","Meat; of bovine animals, boneless cuts, frozen","020230","Frozen boneless bovine meat"
"020311","Meat; of swine, carcasses and half-carcasses, fresh or chilled","020311","Fresh or chilled swine carcasses and half carca"
"020312","Meat; of swine, hams, shoulders and cuts thereof, with bone in, fresh or chilled","020312","Fresh or chilled unboned hams, shoulders and cu"
"020319","Meat; of swine, n.e.c. in item no. 0203.1, fresh or chilled","020319","Fresh or chilled swine meat, nes (unboned)"
"020321","Meat; of swine, carcasses and half-carcasses, frozen","020321","Frozen swine carcasses and half carcasses"
"020322","Meat; of swine, hams, shoulders and cuts thereof, with bone in, frozen","020322","Frozen unboned hams, shoulders and cuts thereof"
"020329","Meat; of swine, n.e.c. in item no. 0203.2, frozen","020329","Frozen swine meat, nes"
"020410","Meat; of sheep, lamb carcasses and half-carcasses, fresh or chilled","020410","Fresh or chilled lamb carcasses and half carcas"
"020421","Meat; of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), fresh or chilled","020421","Fresh or chilled sheep carcasses and half carca"
"020422","Meat; of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled","020422","Fresh or chilled unboned meat of sheep"
"020423","Meat; of sheep (including lamb), boneless cuts, fresh or chilled","020423","Fresh or chilled boneless meat of sheep"
"020430","Meat; of sheep, lamb carcasses and half-carcasses, frozen","020430","Frozen lamb carcasses and half carcasses"
"020441","Meat; of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), frozen","020441","Frozen sheep carcasses and half carcasses (excl"
"020442","Meat; of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), frozen","020442","Frozen unboned meat of sheep"
"020443","Meat; of sheep (including lamb), boneless cuts, frozen","020443","Frozen boned meat of sheep"
"020450","Meat; of goats, fresh, chilled or frozen","020450","Fresh, chilled or frozen goat meat"
"020500","Meat; of horses, asses, mules or hinnies, fresh, chilled or frozen","020500","Meat of horses, asses, mules or hinnies, fresh,"
"020610","Offal, edible; of bovine animals, fresh or chilled","020610","Fresh or chilled edible bovine offal"
"020621","Offal, edible; of bovine animals, tongues, frozen","020621","Frozen bovine tongues"
"020622","Offal, edible; of bovine animals, livers, frozen","020622","Frozen bovine livers"
"020629","Offal, edible; of bovine animals, (other than tongues and livers), frozen","020629","Frozen edible bovine offal (excl. tongues and l"
"020630","Offal, edible; of swine, fresh or chilled","020630","Fresh or chilled edible swine offal"
"020641","Offal, edible; of swine, livers, frozen","020641","Frozen swine livers"
"020649","Offal, edible; of swine, (other than livers), frozen","020649","Frozen edible swine offal (excl. livers)"
"020680","Offal, edible; of sheep, goats, horses, asses, mules or hinnies, fresh or chilled","020680","Fresh or chilled edible offal of sheep, goats,"
"020690","Offal, edible; of sheep, goats, horses, asses, mules or hinnies, frozen","020690","Frozen edible offal of sheep, goats, horses..."
"020711","Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, fresh or chilled","020710","Fresh or chilled whole poultry"
"020712","Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen","020721","Frozen whole chickens"
"020713","Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, fresh or chilled","020739","Fresh or chilled poultry cuts and offal (excl."
"020714","Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen","020741","Frozen cuts and offal of chicken (excl. livers)"
"020724","Meat and edible offal; of turkeys, not cut in pieces, fresh or chilled","020710","Fresh or chilled whole poultry"
"020725","Meat and edible offal; of turkeys, not cut in pieces, frozen","020722","Frozen whole turkeys"
"020726","Meat and edible offal; of turkeys, cuts and offal, fresh or chilled","020739","Fresh or chilled poultry cuts and offal (excl."
"020727","Meat and edible offal; of turkeys, cuts and offal, frozen","020742","Frozen cuts and offal of turkey (excl. livers)"
"020741","Meat and edible offal; of ducks, not cut in pieces, fresh or chilled","020710","Fresh or chilled whole poultry"
"020742","Meat and edible offal; of ducks, not cut in pieces, frozen","020723","Frozen whole ducks, geese and guinea fowls"
"020743","Meat and edible offal; of ducks, fatty livers (foie gras), fresh or chilled","020731","Fresh or chilled fatty livers of geese or ducks"
"020744","Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, fresh or chilled","020739","Fresh or chilled poultry cuts and offal (excl."
"020745","Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen","020743","Frozen cuts and offal of geese, ducks and guine"
"020751","Meat and edible offal; of geese, not cut in pieces, fresh or chilled","020710","Fresh or chilled whole poultry"
"020752","Meat and edible offal; of geese, not cut in pieces, frozen","020723","Frozen whole ducks, geese and guinea fowls"
"020753","Meat and edible offal; of geese, fatty livers (foie gras), fresh or chilled","020731","Fresh or chilled fatty livers of geese or ducks"
"020754","Meat and edible offal; of geese, cuts and offal, excluding fatty livers, fresh or chilled","020739","Fresh or chilled poultry cuts and offal (excl."
"020755","Meat and edible offal; of geese, cuts and offal, excluding fatty livers, frozen","020743","Frozen cuts and offal of geese, ducks and guine"
"020760","Meat and edible offal; of guinea fowls, fresh, chilled or frozen","020739","Fresh or chilled poultry cuts and offal (excl."
"020810","Meat and edible meat offal; of rabbits or hares, fresh, chilled or frozen","020810","Fresh, chilled or frozen meat and edible offal"
"020830","Meat and edible meat offal; of primates, fresh, chilled or frozen","020890","Fresh, chilled or frozen meat and edible offal,"
"020840","Meat and edible meat offal; of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia), fresh, chilled or frozen","020890","Fresh, chilled or frozen meat and edible offal,"
"020850","Meat and edible meat offal; of reptiles (including snakes and turtles), fresh, chilled or frozen","020890","Fresh, chilled or frozen meat and edible offal,"
"020860","Meat and edible meat offal; of camels and other camelids (Camelidae), fresh, chilled or frozen","020890","Fresh, chilled or frozen meat and edible offal,"
"020890","Meat and edible meat offal; n.e.c. in chapter 2, fresh, chilled or frozen","020890","Fresh, chilled or frozen meat and edible offal,"
"020910","Fat; pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked","020900","Pig and poultry fat, fresh, chilled, frozen, sa"
"020990","Fat; poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked","020900","Pig and poultry fat, fresh, chilled, frozen, sa"
"021011","Meat; salted, in brine, dried or smoked, of swine, hams, shoulders and cuts thereof, with bone in","021011","Unboned swine hams, shoulders and cuts thereof,"
"021012","Meat; salted, in brine, dried or smoked, of swine, bellies (streaky) and cuts thereof","021012","Bellies and cuts thereof of swine, salted... or"
"021019","Meat; salted in brine, dried or smoked, of swine, n.e.c. in item no. 0210.1","021019","Meat of swine, salted... or smoked, nes"
"021020","Meat; salted, in brine, dried or smoked, of bovine animals","021020","Meat of bovine animals, salted... or smoked"
"021091","Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of primates","021090","Other meat, nes, salted... or smoked; flours an"
"021092","Meat and edible meat offal; salted, in brine, dried or smoked; edible flours, meals of meat or meat offal, of whales, dolphins, porpoises (of order Cetacea); manatees, dugongs (of order Sirenia); seals, sea lions, and walruses (of suborder Pinnipedia)","021090","Other meat, nes, salted... or smoked; flours an"
"021093","Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of reptiles (including snakes and turtles)","021090","Other meat, nes, salted... or smoked; flours an"
"021099","Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, other than of primates, whales, dolphins, porpoises, manatees, dugongs, seals, sea lions, walruses, reptiles (including snakes and turtles)","021090","Other meat, nes, salted... or smoked; flours an"
"030111","Fish; live, ornamental, freshwater","030110","Live ornamental fish"
"030119","Fish; live, ornamental, other than freshwater","030110","Live ornamental fish"
"030191","Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","030191","Live trout"
"030192","Fish; live, eels (Anguilla spp.)","030192","Live eels"
"030193","Fish; live, carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","030193","Live carp"
"030194","Fish; live, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)","030199","Other live fish"
"030195","Fish; live, southern bluefin tunas (Thunnus maccoyii)","030199","Other live fish"
"030199","Fish; live, n.e.c. in heading 0301","030199","Other live fish"
"030211","Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9","030211","Fresh or chilled trout"
"030213","Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), not fillets, meat of 0304, and edible fish offal of 0302.9","030212","Fresh or chilled Pacific, Atlantic and Danube s"
"030214","Fish; fresh or chilled, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030212","Fresh or chilled Pacific, Atlantic and Danube s"
"030219","Fish; fresh or chilled, salmonidae, n.e.c. in item no. 0302.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030219","Fresh or chilled salmonidae (excl. 0302.11 and"
"030221","Fish; fresh or chilled, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030221","Fresh or chilled halibut"
"030222","Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030222","Fresh or chilled plaice"
"030223","Fish; fresh or chilled, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030223","Fresh or chilled sole"
"030224","Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030229","Fresh or chilled flat fish (excl. halibut, plai"
"030229","Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030229","Fresh or chilled flat fish (excl. halibut, plai"
"030231","Fish; fresh or chilled, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030231","Fresh or chilled albacore or longfinned tunas"
"030232","Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030232","Fresh or chilled yellowfin tunas"
"030233","Fish; fresh or chilled, skipjack or stripe-bellied bonito, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030233","Fresh or chilled skipjack or stripe-bellied bon"
"030234","Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030239","Fresh or chilled tunas, nes"
"030235","Fish; fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030239","Fresh or chilled tunas, nes"
"030236","Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030239","Fresh or chilled tunas, nes"
"030239","Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030239","Fresh or chilled tunas, nes"
"030241","Fish; fresh or chilled, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030240","Fresh or chilled herrings (excl. livers and roe"
"030242","Fish; fresh or chilled, anchovies (Engraulis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030243","Fish; fresh or chilled, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030261","Fresh or chilled sardines, brisling or sparts"
"030244","Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030264","Fresh or chilled mackerel"
"030245","Fish; fresh or chilled, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030246","Fish; fresh or chilled, cobia (Rachycentron canadum), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030247","Fish; fresh or chilled, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030249","Fish; fresh or chilled, n.e.c. in item no. 0302.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030251","Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030250","Fresh or chilled cod (excl. livers and roes)"
"030252","Fish; fresh or chilled, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030262","Fresh or chilled haddock"
"030253","Fish; fresh or chilled, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030263","Fresh or chilled coalfish"
"030254","Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030255","Fish; fresh or chilled, Alaska pollack (Theragra chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030256","Fish; fresh or chilled, blue whitings (Micromesistius poutassou, Micromesistius australis),excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030259","Fish; fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030271","Fish; fresh or chilled, tilapias (Oreochromis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030272","Fish; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030273","Fish; fresh or chilled, Carp (as specified by the WCO.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030274","Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030266","Fresh or chilled eels"
"030279","Fish; fresh or chilled, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030281","Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030265","Fresh or chilled dogfish and other sharks"
"030282","Fish; fresh or chilled, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030283","Fish; fresh or chilled, toothfish (Dissostichus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030284","Fish; fresh or chilled, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030285","Fish; fresh or chilled, seabream (Sparidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030289","Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","030269","Fresh or chilled fish, nes"
"030291","Fish; fresh or chilled, livers, roes and milt","030270","Fresh or chilled fish livers and roes"
"030292","Fish; fresh or chilled, shark fins","030265","Fresh or chilled dogfish and other sharks"
"030299","Fish; fresh or chilled, fish fins (other than shark fins), heads, tails, maws and other edible fish offal","030269","Fresh or chilled fish, nes"
"030311","Fish; frozen, Pacific salmon, sockeye salmon (red salmon) (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030310","Frozen Pacific salmon"
"030312","Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030310","Frozen Pacific salmon"
"030313","Fish; frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030322","Frozen Atlantic and Danube salmon"
"030314","Fish; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, meat of 0304, and edible fish offal of 0303.91 to 0303.99","030321","Frozen trout"
"030319","Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030329","Frozen salmonidae (excl. Pacific, Atlantic, Dan"
"030323","Fish; frozen, tilapias (Oreochromis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030379","Frozen fish, nes"
"030324","Fish; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030379","Frozen fish, nes"
"030325","Fish; frozen, carp  (as specified by the WCO), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030379","Frozen fish, nes"
"030326","Fish; frozen, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030376","Frozen eels"
"030329","Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030379","Frozen fish, nes"
"030331","Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030331","Frozen halibut"
"030332","Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030332","Frozen plaice"
"030333","Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030333","Frozen sole"
"030334","Fish; frozen, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030339","Frozen flat fish (excl. halibut, plaice and sol"
"030339","Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030339","Frozen flat fish (excl. halibut, plaice and sol"
"030341","Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030341","Frozen albacore or longfinned tunas"
"030342","Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030342","Frozen yellowfin tunas"
"030343","Fish; frozen, skipjack or stripe-bellied bonito, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030343","Frozen skipjack or stripe-bellied bonito"
"030344","Fish; frozen, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030349","Frozen tunas, nes"
"030345","Fish; frozen, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030349","Frozen tunas, nes"
"030346","Fish; frozen, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030349","Frozen tunas, nes"
"030349","Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030349","Frozen tunas, nes"
"030351","Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030350","Frozen herrings (excl. livers and roes)"
"030353","Fish; frozen, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030371","Frozen sardines, brisling or sprats"
"030354","Fish; frozen, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030374","Frozen mackerel"
"030355","Fish; frozen, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030379","Frozen fish, nes"
"030356","Fish; frozen, cobia (Rachycentron canadum), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030379","Frozen fish, nes"
"030357","Fish; frozen, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030379","Frozen fish, nes"
"030359","Fish; frozen, n.e.c. in item no. 0303.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030379","Frozen fish, nes"
"030363","Fish; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030360","Frozen cod (excl. livers and roes)"
"030364","Fish; frozen, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030372","Frozen haddock"
"030365","Fish; frozen, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030373","Frozen coalfish"
"030366","Fish; frozen, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030378","Frozen hake"
"030367","Fish; frozen, Alaska pollack (Theraga chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030379","Frozen fish, nes"
"030368","Fish; frozen, blue whitings (Micromesistius poutassou, Micromesistius australis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","030379","Frozen fish, nes"
